Contig name	Size (bp)	Coverage	GC %	Taxonomy winner	Winner %	Species winner	Species winner %	Genus winner	Genus winner %	Order winner	Order winner %	Class winner	Class winner %	Phylum winner	Phylum winner %	Domain winner	Domain winner %
N1_003_000G1_scaffold_1047	11486	1292.13	48.12	Enterobacter	0.55	Escherichia coli	0.27	Enterobacter	0.55	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1048	11463	38.98	36.87	Enterococcus faecium	0.89	Enterococcus faecium	0.89	Enterococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1049	11456	248.62	30.41	Staphylococcus	0.67	human gut metagenome	0.33	Staphylococcus	0.67	Bacillales	0.67	Bacilli	0.67	Firmicutes	0.67	Bacteria	0.67
N1_003_000G1_scaffold_1050	11455	17.82	37.26	Enterococcus faecium	1.0	Enterococcus faecium	1.0	Enterococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1051	11428	12.05	48.4	Hungatella hathewayi	0.78	Hungatella hathewayi	0.78	Hungatella	0.78	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1052	11425	48.6	28.33	Clostridium	1.0	Clostridium baratii	0.43	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1053	11416	13.52	57.1	Corynebacterium	1.0	Corynebacterium tuberculostearicum	0.36	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1054	11414	35.72	55.38	Pelosinus	0.6	Pelosinus fermentans	0.4	Pelosinus	0.6	Selenomonadales	0.8	Negativicutes	0.8	Firmicutes	0.9	Bacteria	0.9
N1_003_000G1_scaffold_1055	11406	11.81	49.63	Clostridium	0.67	Clostridium sp. BL8	0.33	Clostridium	0.67	Clostridiales	0.89	Clostridia	0.89	Firmicutes	0.89	Bacteria	0.89
N1_003_000G1_scaffold_1056	11403	15.59	39.56	Clostridiales	0.93	Blautia obeum	0.29	Blautia	0.29	Clostridiales	0.93	Clostridia	0.93	Firmicutes	0.93	Bacteria	0.93
N1_003_000G1_scaffold_1057	11400	10.62	53.17	Enterobacter	0.62	Lelliottia amnigena	0.38	Enterobacter	0.62	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1058	11400	74.41	28.33	Clostridium celatum	1.0	Clostridium celatum	1.0	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1059	11371	10.12	51.75	Clostridium hathewayi CAG:224	0.67	Clostridium hathewayi CAG:224	0.67	Clostridium	0.67	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1060	11362	10.42	36.19	Hungatella hathewayi	0.91	Hungatella hathewayi	0.91	Hungatella	0.91	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1061	11361	12.5	42.21	Eubacterium rectale	0.67	Eubacterium rectale	0.67	Eubacterium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1062	11353	11.12	46.13	Hungatella hathewayi	0.8	Hungatella hathewayi	0.8	Hungatella	0.8	Clostridiales	0.9	Clostridia	0.9	Firmicutes	0.9	Bacteria	1.0
N1_003_000G1_scaffold_1063	12092	4331.33	36.14	Veillonella dispar	0.5	Veillonella dispar	0.5	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1064	11339	66.84	31.26	Clostridiales	0.86	Atopobium minutum	0.14	Clostridium	0.43	Clostridiales	0.86	Clostridia	0.86	Firmicutes	0.86	Bacteria	1.0
N1_003_000G1_scaffold_1065	11336	313.09	30.49	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1066	11335	14.62	43.06	Eubacterium rectale	0.64	Eubacterium rectale	0.64	Eubacterium	0.91	Clostridiales	0.91	Clostridia	0.91	Firmicutes	0.91	Bacteria	0.91
N1_003_000G1_scaffold_1067	11311	10.48	47.81	Hungatella hathewayi	0.9	Hungatella hathewayi	0.9	Hungatella	0.9	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1068	11301	10.18	48.56	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1069	11290	32.14	35.23			unknown	0.8	unknown	0.8	unknown	0.8	unknown	0.8	unknown	0.8	unknown	0.8
N1_003_000G1_scaffold_1070	11286	12.89	57.49	Corynebacterium	1.0	Corynebacterium tuberculostearicum	0.43	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1071	11276	10.4	45.81	Hungatella hathewayi	0.9	Hungatella hathewayi	0.9	Hungatella	0.9	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1072	11268	10.48	54.51	Enterobacter	0.83	Enterobacter sp. 35683	0.42	Enterobacter	0.83	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1073	11265	824.49	35.62	Veillonella	0.69	Veillonella dispar	0.23	Veillonella	0.69	Selenomonadales	0.69	Negativicutes	0.69	Firmicutes	0.92	Bacteria	1.0
N1_003_000G1_scaffold_1074	16561	603.34	62.59	Klebsiella pneumoniae	0.83	Klebsiella pneumoniae	0.83	Klebsiella	0.89	Enterobacteriales	0.89	Gammaproteobacteria	0.89	Proteobacteria	0.89	Bacteria	0.94
N1_003_000G1_scaffold_1075	11236	13.23	60.09	Corynebacterium pseudogenitalium	0.5	Corynebacterium pseudogenitalium	0.5	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1076	11232	103.55	40.98	Klebsiella pneumoniae	0.54	Klebsiella pneumoniae	0.54	Klebsiella	0.54	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1077	11225	10.29	50.76	Hungatella hathewayi	0.5	Hungatella hathewayi	0.5	Hungatella	0.5	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1078	11224	10.97	42.11	Hungatella hathewayi	0.92	Hungatella hathewayi	0.92	Hungatella	0.92	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1079	11224	11.36	55.82	Lelliottia amnigena	0.56	Lelliottia amnigena	0.56	Lelliottia	0.56	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1080	11214	3906.82	49.0	Escherichia coli	1.0	Escherichia coli	1.0	Escherichia	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1081	11200	11.57	58.34	Corynebacterium pseudogenitalium	0.54	Corynebacterium pseudogenitalium	0.54	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1082	11194	19.48	44.49	[Eubacterium] hallii	0.62	[Eubacterium] hallii	0.62	Eubacterium	0.62	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1083	11192	10.67	49.64	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1084	12602	1266.67	41.79	Veillonella parvula	0.75	Veillonella parvula	0.75	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1085	11171	10.78	49.06	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1086	11161	13.47	42.44	Eubacterium rectale	0.83	Eubacterium rectale	0.83	Eubacterium	0.83	Clostridiales	0.92	Clostridia	0.92	Firmicutes	0.92	Bacteria	0.92
N1_003_000G1_scaffold_1087	11160	9.92	51.11	Atopobium minutum	0.91	Atopobium minutum	0.91	Atopobium	0.91	Coriobacteriales	0.91	Coriobacteriia	0.91	Actinobacteria	0.91	Bacteria	0.91
N1_003_000G1_scaffold_1088	11157	13.57	42.22	Eubacterium rectale	0.67	Eubacterium rectale	0.67	Eubacterium	0.92	Clostridiales	0.92	Clostridia	0.92	Firmicutes	0.92	Bacteria	0.92
N1_003_000G1_scaffold_1089	11157	11.0	48.36	Atopobium minutum	0.83	Atopobium minutum	0.83	Atopobium	0.83	Coriobacteriales	0.83	Coriobacteriia	0.83	Actinobacteria	0.83	Bacteria	0.83
N1_003_000G1_scaffold_1090	11144	35.33	25.19	Clostridiales	0.87	[Clostridium] sordellii	0.33	Clostridium	0.4	Clostridiales	0.87	Clostridia	0.87	Firmicutes	0.87	Bacteria	0.87
N1_003_000G1_scaffold_1091	11144	11.48	49.41	Hungatella hathewayi	0.73	Hungatella hathewayi	0.73	Hungatella	0.73	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1092	13087	3572.27	34.85	Veillonella	1.0	Veillonella parvula	0.44	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1093	11092	12.75	52.41	Enterobacter	0.55	Lelliottia amnigena	0.45	Enterobacter	0.55	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1094	11092	11.24	49.75	Hungatella hathewayi	0.62	Hungatella hathewayi	0.62	Hungatella	0.62	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1095	11082	10.99	25.09	Clostridiales	0.62	Peptoclostridium difficile	0.46	Peptoclostridium	0.46	Clostridiales	0.62	Clostridia	0.62	Firmicutes	0.69	Bacteria	0.69
N1_003_000G1_scaffold_1096	11074	17.2	54.71	Corynebacterium	1.0	Corynebacterium pseudogenitalium	0.36	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1097	11068	11.56	46.48	Atopobium minutum	0.93	Atopobium minutum	0.93	Atopobium	0.93	Coriobacteriales	0.93	Coriobacteriia	0.93	Actinobacteria	0.93	Bacteria	0.93
N1_003_000G1_scaffold_1098	11063	12.76	55.36	Enterobacter	0.71	Enterobacter cloacae	0.29	Enterobacter	0.71	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1099	11060	12.99	61.43	Corynebacterium pseudogenitalium	0.5	Corynebacterium pseudogenitalium	0.5	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1100	11058	12.56	48.35	Clostridiales	0.83	Hungatella hathewayi	0.42	Hungatella	0.42	Clostridiales	0.83	Clostridia	0.83	Firmicutes	0.83	Bacteria	0.83
N1_003_000G1_scaffold_1101	11056	9.94	48.64	Hungatella hathewayi	0.6	Hungatella hathewayi	0.6	Hungatella	0.6	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1102	11045	10.31	46.35	Hungatella hathewayi	0.67	Hungatella hathewayi	0.67	Hungatella	0.67	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1103	11025	103.1	33.73	Staphylococcus aureus	0.92	Staphylococcus aureus	0.92	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1104	11022	12.9	42.9	Eubacterium rectale	0.6	Eubacterium rectale	0.6	Eubacterium	0.9	Clostridiales	0.9	Clostridia	0.9	Firmicutes	0.9	Bacteria	0.9
N1_003_000G1_scaffold_1105	11016	15.18	45.82	Eubacterium rectale	0.6	Eubacterium rectale	0.6	Eubacterium	0.8	Clostridiales	0.8	Clostridia	0.8	Firmicutes	0.8	Bacteria	0.8
N1_003_000G1_scaffold_1106	11014	11.3	60.8	Corynebacterium tuberculostearicum	0.5	Corynebacterium tuberculostearicum	0.5	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1107	10983	11.51	50.83	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1108	10972	11.33	49.6	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1109	10966	17.48	41.36	Eubacterium rectale	0.67	Eubacterium rectale	0.67	Eubacterium	0.89	Clostridiales	0.89	Clostridia	0.89	Firmicutes	0.89	Bacteria	0.89
N1_003_000G1_scaffold_1110	10959	15.96	39.56	Enterococcus faecium	1.0	Enterococcus faecium	1.0	Enterococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1111	10954	48.6	26.52	Clostridium beijerinckii	0.63	Clostridium beijerinckii	0.63	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1112	10952	26.75	50.61	Corynebacterium sp. KPL1986	0.7	Corynebacterium sp. KPL1986	0.7	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1113	10943	10.46	50.39	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1114	10940	10.85	56.08	Enterobacter	0.64	Enterobacter sp. 35683	0.36	Enterobacter	0.64	Enterobacteriales	0.93	Gammaproteobacteria	0.93	Proteobacteria	0.93	Bacteria	1.0
N1_003_000G1_scaffold_1115	10939	12.64	37.99	Enterococcus faecium	1.0	Enterococcus faecium	1.0	Enterococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1116	10939	12.99	57.36	Corynebacterium tuberculostearicum	0.78	Corynebacterium tuberculostearicum	0.78	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1117	10937	11.95	50.28	Clostridium hathewayi CAG:224	0.5	Clostridium hathewayi CAG:224	0.5	Clostridium	0.6	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1118	22974	3645.0	54.5	Escherichia coli	0.83	Escherichia coli	0.83	Escherichia	0.91	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1119	10906	10.41	47.83	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1120	10887	12.97	63.75	Corynebacterium tuberculostearicum	0.62	Corynebacterium tuberculostearicum	0.62	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1121	10885	550.25	60.28	Klebsiella pneumoniae	1.0	Klebsiella pneumoniae	1.0	Klebsiella	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1122	10878	13.38	43.89	Clostridiales	0.82	Lachnospiraceae bacterium 3_1_57FAA_CT1	0.41	unknown	0.59	Clostridiales	0.82	Clostridia	0.82	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1123	10875	37.88	26.61	Clostridium celatum	0.75	Clostridium celatum	0.75	Clostridium	0.88	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1124	10871	10.85	49.55	Hungatella hathewayi	0.91	Hungatella hathewayi	0.91	Hungatella	0.91	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1125	10871	10.35	53.9	Enterobacter	0.56	Lelliottia amnigena	0.44	Enterobacter	0.56	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1126	10868	14.67	57.7	Corynebacterium	0.93	Corynebacterium tuberculostearicum	0.43	Corynebacterium	0.93	Corynebacteriales	0.93	Actinobacteria	0.93	Actinobacteria	0.93	Bacteria	0.93
N1_003_000G1_scaffold_1127	10867	18.08	58.91	Corynebacterium	0.92	Corynebacterium pseudogenitalium	0.42	Corynebacterium	0.92	Corynebacteriales	0.92	Actinobacteria	0.92	Actinobacteria	0.92	Bacteria	0.92
N1_003_000G1_scaffold_1128	10823	608.05	50.45	Klebsiella pneumoniae	0.6	Klebsiella pneumoniae	0.6	Klebsiella	0.67	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1129	10820	10.09	48.95	Hungatella hathewayi	0.53	Hungatella hathewayi	0.53	Hungatella	0.53	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1130	10814	12.58	39.64	Eubacterium rectale	0.62	Eubacterium rectale	0.62	Eubacterium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1131	10794	13.83	43.57	Eubacterium rectale	0.64	Eubacterium rectale	0.64	Eubacterium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1132	10789	16.06	38.93	Enterococcus faecium	1.0	Enterococcus faecium	1.0	Enterococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1133	10783	16.46	42.98	Eubacterium rectale	0.6	Eubacterium rectale	0.6	Eubacterium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1134	10780	11.13	51.6	Enterobacter	0.58	Lelliottia amnigena	0.42	Enterobacter	0.58	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1135	15135	692.52	54.54	Klebsiella pneumoniae	0.76	Klebsiella pneumoniae	0.76	Klebsiella	0.76	Enterobacteriales	0.88	Gammaproteobacteria	0.88	Proteobacteria	0.88	Bacteria	0.88
N1_003_000G1_scaffold_1136	10770	10.07	47.52	Hungatella hathewayi	0.58	Hungatella hathewayi	0.58	Hungatella	0.58	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1137	10769	32.97	50.99	Acetonema longum	0.5	Acetonema longum	0.5	Acetonema	0.5	Selenomonadales	0.67	Negativicutes	0.67	Firmicutes	0.83	Bacteria	0.83
N1_003_000G1_scaffold_1138	10760	366.59	40.84	Enterococcus faecalis	0.5	Enterococcus faecalis	0.5	Enterococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1139	10755	9.62	50.26	Atopobium minutum	0.79	Atopobium minutum	0.79	Atopobium	0.79	Coriobacteriales	0.79	Coriobacteriia	0.79	Actinobacteria	0.79	Bacteria	0.79
N1_003_000G1_scaffold_1140	10750	644.62	37.36	Streptococcus lutetiensis	0.5	Streptococcus lutetiensis	0.5	Streptococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1141	10750	20.72	27.98	Clostridium butyricum	0.91	Clostridium butyricum	0.91	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1142	10737	64.14	45.6			unknown	0.83	unknown	0.83	unknown	0.83	unknown	0.83	unknown	0.83	unknown	0.83
N1_003_000G1_scaffold_1143	10724	12.38	63.7	Corynebacterium tuberculostearicum	0.56	Corynebacterium tuberculostearicum	0.56	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1144	10711	17.13	59.83	Corynebacterium	1.0	Corynebacterium pseudogenitalium	0.4	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1145	10708	29.49	28.36	Clostridium	1.0	Clostridium butyricum	0.4	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1146	10702	26.15	28.89	Clostridiales	0.6	unknown	0.3	unknown	0.5	Clostridiales	0.6	Clostridia	0.6	Firmicutes	0.6	Bacteria	0.7
N1_003_000G1_scaffold_1147	10695	11.71	48.85	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1148	10667	456.82	49.29	Klebsiella pneumoniae	0.57	Klebsiella pneumoniae	0.57	Klebsiella	0.64	Enterobacteriales	0.86	Gammaproteobacteria	0.86	Proteobacteria	0.86	Bacteria	0.86
N1_003_000G1_scaffold_1149	10660	144.75	29.11	Staphylococcus epidermidis	0.9	Staphylococcus epidermidis	0.9	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1150	10634	11.58	56.84	Corynebacterium pseudogenitalium	1.0	Corynebacterium pseudogenitalium	1.0	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1151	10633	262.29	27.16	Staphylococcus epidermidis	0.81	Staphylococcus epidermidis	0.81	Staphylococcus	0.94	Bacillales	0.94	Bacilli	0.94	Firmicutes	0.94	Bacteria	0.94
N1_003_000G1_scaffold_1152	10633	1525.46	33.41	Staphylococcus sp. DORA_6_22	0.5	Staphylococcus sp. DORA_6_22	0.5	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1153	10630	15.61	42.83	Eubacterium rectale	0.73	Eubacterium rectale	0.73	Eubacterium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1154	10594	10.86	44.74	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1155	10593	22.39	27.87	Clostridiales	0.75	[Clostridium] sordellii	0.25	Peptoclostridium	0.38	Clostridiales	0.75	Clostridia	0.75	Firmicutes	0.88	Bacteria	0.94
N1_003_000G1_scaffold_1156	10565	15.02	40.08	Enterococcus faecium	0.89	Enterococcus faecium	0.89	Enterococcus	0.89	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1157	10559	10.58	51.45	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1158	10549	15.34	38.65	Enterococcus faecium	1.0	Enterococcus faecium	1.0	Enterococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1159	10539	12.48	48.25	Hungatella hathewayi	0.54	Hungatella hathewayi	0.54	Hungatella	0.54	Clostridiales	0.92	Clostridia	0.92	Firmicutes	0.92	Bacteria	0.92
N1_003_000G1_scaffold_1160	10538	12.87	48.79	[Clostridium] clostridioforme	0.62	[Clostridium] clostridioforme	0.62	Lachnoclostridium	0.62	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1161	10532	32.76	54.09	Selenomonadales	0.54	unknown	0.38	unknown	0.38	Selenomonadales	0.54	Negativicutes	0.54	Firmicutes	0.54	Bacteria	0.62
N1_003_000G1_scaffold_1162	10521	4830.45	39.41	Veillonella parvula	0.8	Veillonella parvula	0.8	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1163	10515	16.23	38.56	Enterococcus faecium	0.92	Enterococcus faecium	0.92	Enterococcus	0.92	Lactobacillales	0.92	Bacilli	0.92	Firmicutes	0.92	Bacteria	0.92
N1_003_000G1_scaffold_1164	10512	1585.4	56.97	Pseudomonas	0.82	Pseudomonas sp. HPB0071	0.45	Pseudomonas	0.82	Pseudomonadales	0.82	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1165	10504	12.0	26.63	Peptoclostridium difficile	0.73	Peptoclostridium difficile	0.73	Peptoclostridium	0.82	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1166	10495	10.4	42.06	Hungatella hathewayi	0.53	Hungatella hathewayi	0.53	Hungatella	0.53	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1167	10490	12.5	49.68	Clostridium hathewayi CAG:224	0.67	Clostridium hathewayi CAG:224	0.67	Clostridium	0.67	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1168	10488	12.0	47.15	Hungatella hathewayi	0.89	Hungatella hathewayi	0.89	Hungatella	0.89	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_1169	10488	12.79	53.17	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
